# decoded solutions
Answer 1: x1=1, x2=3, x3=2
Answer 5094: x1=1, x2=3, x3=2
Answer 5095: x1=3, x2=1, x3=2
Answer 5096: x1=3, x2=1, x3=2
Answer 5097: x1=1, x2=3, x3=2
Answer 5098: x1=3, x2=1, x3=2
Answer 5099: x1=1, x2=3, x3=2
Answer 5100: x1=3, x2=1, x3=2
Answer 5101: x1=1, x2=3, x3=2
Answer 5102: x1=1, x2=3, x3=2
Answer 5103: x1=3, x2=1, x3=2
Answer 5104: x1=3, x2=1, x3=2
Answer 5105: x1=1, x2=3, x3=2
Answer 5106: x1=3, x2=1, x3=2
Answer 5107: x1=1, x2=3, x3=2
Answer 5108: x1=3, x2=1, x3=2
Answer 5109: x1=1, x2=3, x3=2
Answer 5110: x1=1, x2=3, x3=2
Answer 5111: x1=3, x2=1, x3=2
Answer 5112: x1=3, x2=1, x3=2
Answer 5113: x1=1, x2=3, x3=2
Answer 5114: x1=3, x2=1, x3=2
Answer 5115: x1=1, x2=3, x3=2
Answer 5116: x1=3, x2=1, x3=2
Answer 5117: x1=1, x2=3, x3=2
Answer 5118: x1=1, x2=3, x3=2
Answer 5119: x1=3, x2=1, x3=2
Answer 5120: x1=3, x2=1, x3=2
Answer 5121: x1=1, x2=3, x3=2
Answer 5122: x1=3, x2=1, x3=2
Answer 5123: x1=1, x2=3, x3=2
Answer 5124: x1=3, x2=1, x3=2
Answer 5125: x1=1, x2=3, x3=2
Answer 5126: x1=1, x2=3, x3=2
Answer 5127: x1=3, x2=1, x3=2
Answer 5128: x1=3, x2=1, x3=2
Answer 5129: x1=1, x2=3, x3=2
Answer 5130: x1=3, x2=1, x3=2
Answer 5131: x1=1, x2=3, x3=2
Answer 5132: x1=3, x2=1, x3=2
Answer 5133: x1=1, x2=3, x3=2
Answer 5134: x1=1, x2=3, x3=2
Answer 5135: x1=3, x2=1, x3=2
Answer 5136: x1=3, x2=1, x3=2
Answer 5137: x1=1, x2=3, x3=2
Answer 5138: x1=3, x2=1, x3=2
Answer 5139: x1=1, x2=3, x3=2
Answer 5140: x1=3, x2=1, x3=2
Answer 5141: x1=1, x2=3, x3=2
Answer 5142: x1=1, x2=3, x3=2
Answer 5143: x1=3, x2=1, x3=2
Answer 5144: x1=3, x2=1, x3=2
Answer 5145: x1=1, x2=3, x3=2
Answer 5146: x1=3, x2=1, x3=2
Answer 5147: x1=1, x2=3, x3=2
Answer 5148: x1=3, x2=1, x3=2
Answer 5149: x1=1, x2=3, x3=2
Answer 5150: x1=1, x2=3, x3=2
Answer 5151: x1=3, x2=1, x3=2
Answer 5152: x1=3, x2=1, x3=2
Answer 5153: x1=1, x2=3, x3=2
Answer 5154: x1=3, x2=1, x3=2
Answer 5155: x1=1, x2=3, x3=2
Answer 5156: x1=3, x2=1, x3=2
Answer 5157: x1=1, x2=3, x3=2
Answer 5158: x1=1, x2=3, x3=2
Answer 5159: x1=3, x2=1, x3=2
Answer 5160: x1=3, x2=1, x3=2
Answer 5161: x1=1, x2=3, x3=2
Answer 5162: x1=3, x2=1, x3=2
Answer 5163: x1=1, x2=3, x3=2
Answer 5164: x1=3, x2=1, x3=2
Answer 5165: x1=1, x2=3, x3=2
Answer 5166: x1=1, x2=3, x3=2
Answer 5167: x1=3, x2=1, x3=2
Answer 5168: x1=3, x2=1, x3=2
Answer 5169: x1=1, x2=3, x3=2
Answer 5170: x1=3, x2=1, x3=2
Answer 5171: x1=1, x2=3, x3=2
Answer 5172: x1=3, x2=1, x3=2
Answer 5173: x1=1, x2=3, x3=2
Answer 5174: x1=1, x2=3, x3=2
Answer 5175: x1=3, x2=1, x3=2
Answer 5176: x1=3, x2=1, x3=2
Answer 5177: x1=1, x2=3, x3=2
Answer 5178: x1=3, x2=1, x3=2
Answer 5179: x1=1, x2=3, x3=2
Answer 5180: x1=3, x2=1, x3=2
Answer 5181: x1=1, x2=3, x3=2
Answer 5182: x1=1, x2=3, x3=2
Answer 5183: x1=3, x2=1, x3=2
Answer 5184: x1=3, x2=1, x3=2
Answer 5185: x1=1, x2=3, x3=2
Answer 5186: x1=3, x2=1, x3=2
Answer 5187: x1=1, x2=3, x3=2
Answer 5188: x1=3, x2=1, x3=2
Answer 5189: x1=1, x2=3, x3=2
Answer 5190: x1=1, x2=3, x3=2
Answer 5191: x1=3, x2=1, x3=2
Answer 5192: x1=3, x2=1, x3=2
Answer 5193: x1=1, x2=3, x3=2
Answer 5194: x1=3, x2=1, x3=2
Answer 5195: x1=1, x2=3, x3=2
Answer 5196: x1=3, x2=1, x3=2
Answer 5197: x1=1, x2=3, x3=2
Answer 5198: x1=1, x2=3, x3=2
Answer 5199: x1=3, x2=1, x3=2
Answer 5200: x1=3, x2=1, x3=2
Answer 5201: x1=1, x2=3, x3=2
Answer 5202: x1=3, x2=1, x3=2
Answer 5203: x1=1, x2=3, x3=2
Answer 5204: x1=3, x2=1, x3=2
Answer 5205: x1=1, x2=3, x3=2
Answer 5206: x1=1, x2=3, x3=2
Answer 5207: x1=3, x2=1, x3=2
Answer 5208: x1=3, x2=1, x3=2
Answer 5209: x1=1, x2=3, x3=2
Answer 5210: x1=3, x2=1, x3=2
Answer 5211: x1=1, x2=3, x3=2
Answer 5212: x1=3, x2=1, x3=2
Answer 5213: x1=1, x2=3, x3=2
Answer 5214: x1=1, x2=3, x3=2
Answer 5215: x1=3, x2=1, x3=2
Answer 5216: x1=3, x2=1, x3=2
Answer 5217: x1=1, x2=3, x3=2
Answer 5218: x1=3, x2=1, x3=2
Answer 5219: x1=1, x2=3, x3=2
Answer 5220: x1=3, x2=1, x3=2
Answer 5221: x1=1, x2=3, x3=2
Answer 5222: x1=1, x2=3, x3=2
Answer 5223: x1=3, x2=1, x3=2
Answer 5224: x1=3, x2=1, x3=2
Answer 5225: x1=1, x2=3, x3=2
Answer 5226: x1=3, x2=1, x3=2
Answer 5227: x1=1, x2=3, x3=2
Answer 5228: x1=3, x2=1, x3=2
Answer 5229: x1=1, x2=3, x3=2
Answer 5230: x1=1, x2=3, x3=2
Answer 5231: x1=3, x2=1, x3=2
Answer 5232: x1=3, x2=1, x3=2
Answer 5233: x1=1, x2=3, x3=2
Answer 5234: x1=3, x2=1, x3=2
Answer 5235: x1=1, x2=3, x3=2
Answer 5236: x1=3, x2=1, x3=2
Answer 5237: x1=1, x2=3, x3=2
Answer 5238: x1=1, x2=3, x3=2
Answer 5239: x1=3, x2=1, x3=2
Answer 5240: x1=3, x2=1, x3=2
Answer 5241: x1=1, x2=3, x3=2
Answer 5242: x1=3, x2=1, x3=2
Answer 5243: x1=1, x2=3, x3=2
Answer 5244: x1=3, x2=1, x3=2
Answer 5245: x1=1, x2=3, x3=2
Answer 5246: x1=1, x2=3, x3=2
Answer 5247: x1=3, x2=1, x3=2
Answer 5248: x1=3, x2=1, x3=2
Answer 5249: x1=1, x2=3, x3=2
Answer 5250: x1=3, x2=1, x3=2
Answer 5251: x1=1, x2=3, x3=2
Answer 5252: x1=3, x2=1, x3=2
Answer 5253: x1=1, x2=3, x3=2
Answer 5254: x1=1, x2=3, x3=2
Answer 5255: x1=3, x2=1, x3=2
Answer 5256: x1=3, x2=1, x3=2
Answer 5257: x1=1, x2=3, x3=2
Answer 5258: x1=3, x2=1, x3=2
Answer 5259: x1=1, x2=3, x3=2
Answer 5260: x1=3, x2=1, x3=2
Answer 5261: x1=1, x2=3, x3=2
Answer 5262: x1=1, x2=3, x3=2
Answer 5263: x1=3, x2=1, x3=2
Answer 5264: x1=3, x2=1, x3=2
Answer 5265: x1=1, x2=3, x3=2
Answer 5266: x1=3, x2=1, x3=2
Answer 5267: x1=1, x2=3, x3=2
Answer 5268: x1=3, x2=1, x3=2
Answer 5269: x1=1, x2=3, x3=2
Answer 5270: x1=1, x2=3, x3=2
Answer 5271: x1=3, x2=1, x3=2
Answer 5272: x1=3, x2=1, x3=2
Answer 5273: x1=1, x2=3, x3=2
Answer 5274: x1=3, x2=1, x3=2
Answer 5275: x1=1, x2=3, x3=2
Answer 5276: x1=3, x2=1, x3=2
Answer 5277: x1=1, x2=3, x3=2
Answer 5278: x1=1, x2=3, x3=2
Answer 5279: x1=3, x2=1, x3=2
Answer 5280: x1=3, x2=1, x3=2
Answer 5281: x1=1, x2=3, x3=2
Answer 5282: x1=3, x2=1, x3=2
Answer 5283: x1=1, x2=3, x3=2
Answer 5284: x1=3, x2=1, x3=2
Answer 5285: x1=1, x2=3, x3=2
Answer 5286: x1=1, x2=3, x3=2
Answer 5287: x1=3, x2=1, x3=2
Answer 5288: x1=3, x2=1, x3=2
Answer 5289: x1=1, x2=3, x3=2
Answer 5290: x1=3, x2=1, x3=2
Answer 5291: x1=1, x2=3, x3=2
Answer 5292: x1=3, x2=1, x3=2
Answer 5293: x1=1, x2=3, x3=2
Answer 5294: x1=1, x2=3, x3=2
Answer 5295: x1=3, x2=1, x3=2
Answer 5296: x1=3, x2=1, x3=2
Answer 5297: x1=1, x2=3, x3=2
Answer 5298: x1=3, x2=1, x3=2
Answer 5299: x1=1, x2=3, x3=2
Answer 5300: x1=3, x2=1, x3=2
Answer 5301: x1=1, x2=3, x3=2
Answer 5302: x1=1, x2=3, x3=2
Answer 5303: x1=3, x2=1, x3=2
Answer 5304: x1=3, x2=1, x3=2
Answer 5305: x1=1, x2=3, x3=2
Answer 5306: x1=3, x2=1, x3=2
Answer 5307: x1=1, x2=3, x3=2
Answer 5308: x1=3, x2=1, x3=2
Answer 5309: x1=1, x2=3, x3=2
Answer 5310: x1=1, x2=3, x3=2
Answer 5311: x1=3, x2=1, x3=2
Answer 5312: x1=3, x2=1, x3=2
Answer 5313: x1=1, x2=3, x3=2
Answer 5314: x1=3, x2=1, x3=2
Answer 5315: x1=1, x2=3, x3=2
Answer 5316: x1=3, x2=1, x3=2
Answer 5317: x1=1, x2=3, x3=2
Answer 5318: x1=1, x2=3, x3=2
Answer 5319: x1=3, x2=1, x3=2
Answer 5320: x1=3, x2=1, x3=2
Answer 5321: x1=1, x2=3, x3=2
Answer 5322: x1=3, x2=1, x3=2
Answer 5323: x1=1, x2=3, x3=2
Answer 5324: x1=3, x2=1, x3=2
Answer 5325: x1=1, x2=3, x3=2
Answer 5326: x1=1, x2=3, x3=2
Answer 5327: x1=3, x2=1, x3=2
Answer 5328: x1=3, x2=1, x3=2
Answer 5329: x1=1, x2=3, x3=2
Answer 5330: x1=3, x2=1, x3=2
Answer 5331: x1=1, x2=3, x3=2
Answer 5332: x1=3, x2=1, x3=2
Answer 5333: x1=1, x2=3, x3=2
Answer 5334: x1=1, x2=3, x3=2
Answer 5335: x1=3, x2=1, x3=2
Answer 5336: x1=3, x2=1, x3=2
Answer 5337: x1=1, x2=3, x3=2
Answer 5338: x1=3, x2=1, x3=2
Answer 5339: x1=1, x2=3, x3=2
Answer 5340: x1=3, x2=1, x3=2
Answer 5341: x1=1, x2=3, x3=2
Answer 5342: x1=1, x2=3, x3=2
Answer 5343: x1=3, x2=1, x3=2
Answer 5344: x1=3, x2=1, x3=2
Answer 5345: x1=1, x2=3, x3=2
Answer 5346: x1=3, x2=1, x3=2
Answer 5347: x1=1, x2=3, x3=2
Answer 5348: x1=3, x2=1, x3=2
Answer 5349: x1=1, x2=3, x3=2
Answer 5350: x1=1, x2=3, x3=2
Answer 5351: x1=3, x2=1, x3=2
Answer 5352: x1=3, x2=1, x3=2
Answer 5353: x1=1, x2=3, x3=2
Answer 5354: x1=3, x2=1, x3=2
Answer 5355: x1=1, x2=3, x3=2
Answer 5356: x1=3, x2=1, x3=2
Answer 5357: x1=1, x2=3, x3=2
Answer 5358: x1=1, x2=3, x3=2
Answer 5359: x1=3, x2=1, x3=2
Answer 5360: x1=3, x2=1, x3=2
Answer 5361: x1=1, x2=3, x3=2
Answer 5362: x1=3, x2=1, x3=2
Answer 5363: x1=1, x2=3, x3=2
Answer 5364: x1=3, x2=1, x3=2
Answer 5365: x1=1, x2=3, x3=2
Answer 5366: x1=1, x2=3, x3=2
Answer 5367: x1=3, x2=1, x3=2
Answer 5368: x1=3, x2=1, x3=2
Answer 5369: x1=1, x2=3, x3=2
Answer 5370: x1=3, x2=1, x3=2
Answer 5371: x1=1, x2=3, x3=2
Answer 5372: x1=3, x2=1, x3=2
Answer 5373: x1=1, x2=3, x3=2
Answer 5374: x1=1, x2=3, x3=2
Answer 5375: x1=3, x2=1, x3=2
Answer 5376: x1=3, x2=1, x3=2
Answer 5377: x1=1, x2=3, x3=2
Answer 5378: x1=3, x2=1, x3=2
Answer 5379: x1=1, x2=3, x3=2
Answer 5380: x1=3, x2=1, x3=2
Answer 5381: x1=1, x2=3, x3=2
Answer 5382: x1=1, x2=3, x3=2
Answer 5383: x1=3, x2=1, x3=2
Answer 5384: x1=3, x2=1, x3=2
Answer 5385: x1=1, x2=3, x3=2
Answer 5386: x1=3, x2=1, x3=2
Answer 5387: x1=1, x2=3, x3=2
Answer 5388: x1=3, x2=1, x3=2
Answer 5389: x1=1, x2=3, x3=2
Answer 5390: x1=1, x2=3, x3=2
Answer 5391: x1=3, x2=1, x3=2
Answer 5392: x1=3, x2=1, x3=2
Answer 5393: x1=1, x2=3, x3=2
Answer 5394: x1=3, x2=1, x3=2
Answer 5395: x1=1, x2=3, x3=2
Answer 5396: x1=3, x2=1, x3=2
Answer 5397: x1=1, x2=3, x3=2
Answer 5398: x1=1, x2=3, x3=2
Answer 5399: x1=3, x2=1, x3=2
Answer 5400: x1=3, x2=1, x3=2
Answer 5401: x1=1, x2=3, x3=2
Answer 5402: x1=3, x2=1, x3=2
Answer 5403: x1=1, x2=3, x3=2
Answer 5404: x1=3, x2=1, x3=2
Answer 5405: x1=1, x2=3, x3=2
Answer 5406: x1=1, x2=3, x3=2
Answer 5407: x1=3, x2=1, x3=2
Answer 5408: x1=3, x2=1, x3=2
Answer 5409: x1=1, x2=3, x3=2
Answer 5410: x1=3, x2=1, x3=2
Answer 5411: x1=1, x2=3, x3=2
Answer 5412: x1=3, x2=1, x3=2
Answer 5413: x1=1, x2=3, x3=2
Answer 5414: x1=1, x2=3, x3=2
Answer 5415: x1=3, x2=1, x3=2
Answer 5416: x1=3, x2=1, x3=2
Answer 5417: x1=1, x2=3, x3=2
Answer 5418: x1=3, x2=1, x3=2
Answer 5419: x1=1, x2=3, x3=2
Answer 5420: x1=3, x2=1, x3=2
Answer 5421: x1=1, x2=3, x3=2
Answer 5422: x1=1, x2=3, x3=2
Answer 5423: x1=3, x2=1, x3=2
Answer 5424: x1=3, x2=1, x3=2
Answer 5425: x1=1, x2=3, x3=2
Answer 5426: x1=3, x2=1, x3=2
Answer 5427: x1=1, x2=3, x3=2
Answer 5428: x1=3, x2=1, x3=2
Answer 5429: x1=1, x2=3, x3=2
Answer 5430: x1=1, x2=3, x3=2
Answer 5431: x1=3, x2=1, x3=2
Answer 5432: x1=3, x2=1, x3=2
Answer 5433: x1=1, x2=3, x3=2
Answer 5434: x1=3, x2=1, x3=2
Answer 5435: x1=1, x2=3, x3=2
Answer 5436: x1=3, x2=1, x3=2
Answer 5437: x1=1, x2=3, x3=2
Answer 5438: x1=1, x2=3, x3=2
Answer 5439: x1=3, x2=1, x3=2
Answer 5440: x1=3, x2=1, x3=2
Answer 5441: x1=1, x2=3, x3=2
Answer 5442: x1=3, x2=1, x3=2
Answer 5443: x1=1, x2=3, x3=2
Answer 5444: x1=3, x2=1, x3=2
Answer 5445: x1=1, x2=3, x3=2
Answer 5446: x1=1, x2=3, x3=2
Answer 5447: x1=3, x2=1, x3=2
Answer 5448: x1=3, x2=1, x3=2
Answer 5449: x1=1, x2=3, x3=2
Answer 5450: x1=3, x2=1, x3=2
Answer 5451: x1=1, x2=3, x3=2
Answer 5452: x1=3, x2=1, x3=2
Answer 5453: x1=1, x2=3, x3=2
Answer 5454: x1=1, x2=3, x3=2
Answer 5455: x1=3, x2=1, x3=2
Answer 5456: x1=3, x2=1, x3=2
Answer 5457: x1=1, x2=3, x3=2
Answer 5458: x1=3, x2=1, x3=2
Answer 5459: x1=1, x2=3, x3=2
Answer 5460: x1=3, x2=1, x3=2
Answer 5461: x1=1, x2=3, x3=2
Answer 5462: x1=1, x2=3, x3=2
Answer 5463: x1=3, x2=1, x3=2
Answer 5464: x1=3, x2=1, x3=2
Answer 5465: x1=1, x2=3, x3=2
Answer 5466: x1=3, x2=1, x3=2
Answer 5467: x1=1, x2=3, x3=2
Answer 5468: x1=3, x2=1, x3=2
Answer 5469: x1=1, x2=3, x3=2
Answer 5470: x1=1, x2=3, x3=2
Answer 5471: x1=3, x2=1, x3=2
Answer 5472: x1=3, x2=1, x3=2
Answer 5473: x1=1, x2=3, x3=2
Answer 5474: x1=3, x2=1, x3=2
Answer 5475: x1=1, x2=3, x3=2
Answer 5476: x1=3, x2=1, x3=2
Answer 5477: x1=1, x2=3, x3=2
Answer 5478: x1=1, x2=3, x3=2
Answer 5479: x1=3, x2=1, x3=2
Answer 5480: x1=3, x2=1, x3=2
Answer 5481: x1=1, x2=3, x3=2
Answer 5482: x1=3, x2=1, x3=2
Answer 5483: x1=1, x2=3, x3=2
Answer 5484: x1=3, x2=1, x3=2
Answer 5485: x1=1, x2=3, x3=2
Answer 5486: x1=1, x2=3, x3=2
Answer 5487: x1=3, x2=1, x3=2
Answer 5488: x1=3, x2=1, x3=2
Answer 5489: x1=1, x2=3, x3=2
Answer 5490: x1=3, x2=1, x3=2
Answer 5491: x1=1, x2=3, x3=2
Answer 5492: x1=3, x2=1, x3=2
Answer 5493: x1=1, x2=3, x3=2
Answer 5494: x1=1, x2=3, x3=2
Answer 5495: x1=3, x2=1, x3=2
Answer 5496: x1=3, x2=1, x3=2
Answer 5497: x1=1, x2=3, x3=2
Answer 5498: x1=3, x2=1, x3=2
Answer 5499: x1=1, x2=3, x3=2
Answer 5500: x1=3, x2=1, x3=2
Answer 5501: x1=1, x2=3, x3=2
Answer 5502: x1=1, x2=3, x3=2
Answer 5503: x1=3, x2=1, x3=2
Answer 5504: x1=3, x2=1, x3=2
Answer 5505: x1=1, x2=3, x3=2
Answer 5506: x1=3, x2=1, x3=2
Answer 5507: x1=1, x2=3, x3=2
Answer 5508: x1=3, x2=1, x3=2
Answer 5509: x1=1, x2=3, x3=2
Answer 5510: x1=1, x2=3, x3=2
Answer 5511: x1=3, x2=1, x3=2
Answer 5512: x1=3, x2=1, x3=2
Answer 5513: x1=1, x2=3, x3=2
Answer 5514: x1=3, x2=1, x3=2
Answer 5515: x1=1, x2=3, x3=2
Answer 5516: x1=3, x2=1, x3=2
Answer 5517: x1=1, x2=3, x3=2
Answer 5518: x1=1, x2=3, x3=2
Answer 5519: x1=3, x2=1, x3=2
Answer 5520: x1=3, x2=1, x3=2
Answer 5521: x1=1, x2=3, x3=2
Answer 5522: x1=3, x2=1, x3=2
Answer 5523: x1=1, x2=3, x3=2
Answer 5524: x1=3, x2=1, x3=2
Answer 5525: x1=1, x2=3, x3=2
Answer 5526: x1=1, x2=3, x3=2
Answer 5527: x1=3, x2=1, x3=2
Answer 5528: x1=3, x2=1, x3=2
Answer 5529: x1=1, x2=3, x3=2
Answer 5530: x1=3, x2=1, x3=2
Answer 5531: x1=1, x2=3, x3=2
Answer 5532: x1=3, x2=1, x3=2
Answer 5533: x1=1, x2=3, x3=2
Answer 5534: x1=1, x2=3, x3=2
Answer 5535: x1=3, x2=1, x3=2
Answer 5536: x1=3, x2=1, x3=2
Answer 5537: x1=1, x2=3, x3=2
Answer 5538: x1=3, x2=1, x3=2
Answer 5539: x1=1, x2=3, x3=2
Answer 5540: x1=3, x2=1, x3=2
Answer 5541: x1=1, x2=3, x3=2
Answer 5542: x1=1, x2=3, x3=2
Answer 5543: x1=3, x2=1, x3=2
Answer 5544: x1=3, x2=1, x3=2
Answer 5545: x1=1, x2=3, x3=2
Answer 5546: x1=3, x2=1, x3=2
Answer 5547: x1=1, x2=3, x3=2
Answer 5548: x1=3, x2=1, x3=2
Answer 5549: x1=1, x2=3, x3=2
Answer 5550: x1=1, x2=3, x3=2
Answer 5551: x1=3, x2=1, x3=2
Answer 5552: x1=3, x2=1, x3=2
Answer 5553: x1=1, x2=3, x3=2
Answer 5554: x1=3, x2=1, x3=2
Answer 5555: x1=1, x2=3, x3=2
Answer 5556: x1=3, x2=1, x3=2
Answer 5557: x1=1, x2=3, x3=2
Answer 5558: x1=1, x2=3, x3=2
Answer 5559: x1=3, x2=1, x3=2
Answer 5560: x1=3, x2=1, x3=2
Answer 5561: x1=1, x2=3, x3=2
Answer 5562: x1=3, x2=1, x3=2
Answer 5563: x1=1, x2=3, x3=2
Answer 5564: x1=3, x2=1, x3=2
Answer 5565: x1=1, x2=3, x3=2
Answer 5566: x1=1, x2=3, x3=2
Answer 5567: x1=3, x2=1, x3=2
Answer 5568: x1=3, x2=1, x3=2
Answer 5569: x1=1, x2=3, x3=2
Answer 5570: x1=3, x2=1, x3=2
Answer 5571: x1=1, x2=3, x3=2
Answer 5572: x1=3, x2=1, x3=2
Answer 5573: x1=1, x2=3, x3=2
Answer 5574: x1=1, x2=3, x3=2
Answer 5575: x1=3, x2=1, x3=2
Answer 5576: x1=3, x2=1, x3=2
Answer 5577: x1=1, x2=3, x3=2
Answer 5578: x1=3, x2=1, x3=2
Answer 5579: x1=1, x2=3, x3=2
Answer 5580: x1=3, x2=1, x3=2
Answer 5581: x1=1, x2=3, x3=2
Answer 5582: x1=1, x2=3, x3=2
Answer 5583: x1=3, x2=1, x3=2
Answer 5584: x1=3, x2=1, x3=2
Answer 5585: x1=1, x2=3, x3=2
Answer 5586: x1=3, x2=1, x3=2
Answer 5587: x1=1, x2=3, x3=2
Answer 5588: x1=3, x2=1, x3=2
Answer 5589: x1=1, x2=3, x3=2
Answer 5590: x1=1, x2=3, x3=2
Answer 5591: x1=3, x2=1, x3=2
Answer 5592: x1=3, x2=1, x3=2
Answer 5593: x1=1, x2=3, x3=2
Answer 5594: x1=3, x2=1, x3=2
Answer 5595: x1=1, x2=3, x3=2
Answer 5596: x1=3, x2=1, x3=2
Answer 5597: x1=1, x2=3, x3=2
Answer 5598: x1=1, x2=3, x3=2
Answer 5599: x1=3, x2=1, x3=2
Answer 5600: x1=3, x2=1, x3=2
Answer 5601: x1=1, x2=3, x3=2
Answer 5602: x1=3, x2=1, x3=2
Answer 5603: x1=1, x2=3, x3=2
Answer 5604: x1=3, x2=1, x3=2
Answer 5605: x1=1, x2=3, x3=2
Answer 5606: x1=1, x2=3, x3=2
Answer 5607: x1=3, x2=1, x3=2
Answer 5608: x1=3, x2=1, x3=2
Answer 5609: x1=1, x2=3, x3=2
Answer 5610: x1=3, x2=1, x3=2
Answer 5611: x1=1, x2=3, x3=2
Answer 5612: x1=3, x2=1, x3=2
Answer 5613: x1=1, x2=3, x3=2
Answer 5614: x1=1, x2=3, x3=2
Answer 5615: x1=3, x2=1, x3=2
Answer 5616: x1=3, x2=1, x3=2
Answer 5617: x1=1, x2=3, x3=2
Answer 5618: x1=3, x2=1, x3=2
Answer 5619: x1=1, x2=3, x3=2
Answer 5620: x1=3, x2=1, x3=2
Answer 5621: x1=1, x2=3, x3=2
Answer 5622: x1=1, x2=3, x3=2
Answer 5623: x1=3, x2=1, x3=2
Answer 5624: x1=3, x2=1, x3=2
Answer 5625: x1=1, x2=3, x3=2
Answer 5626: x1=3, x2=1, x3=2
Answer 5627: x1=1, x2=3, x3=2
Answer 5628: x1=3, x2=1, x3=2
Answer 5629: x1=1, x2=3, x3=2
Answer 5630: x1=1, x2=3, x3=2
Answer 5631: x1=3, x2=1, x3=2
Answer 5632: x1=3, x2=1, x3=2
Answer 5633: x1=1, x2=3, x3=2
Answer 5634: x1=3, x2=1, x3=2
Answer 5635: x1=1, x2=3, x3=2
Answer 5636: x1=3, x2=1, x3=2
Answer 5637: x1=1, x2=3, x3=2
Answer 5638: x1=1, x2=3, x3=2
Answer 5639: x1=3, x2=1, x3=2
Answer 5640: x1=3, x2=1, x3=2
Answer 5641: x1=1, x2=3, x3=2
Answer 5642: x1=3, x2=1, x3=2
Answer 5643: x1=1, x2=3, x3=2
Answer 5644: x1=3, x2=1, x3=2
Answer 5645: x1=1, x2=3, x3=2
Answer 5646: x1=1, x2=3, x3=2
Answer 5647: x1=3, x2=1, x3=2
Answer 5648: x1=3, x2=1, x3=2
Answer 5649: x1=1, x2=3, x3=2
Answer 5650: x1=3, x2=1, x3=2
Answer 5651: x1=1, x2=3, x3=2
Answer 5652: x1=3, x2=1, x3=2
Answer 5653: x1=1, x2=3, x3=2
Answer 5654: x1=1, x2=3, x3=2
Answer 5655: x1=3, x2=1, x3=2
Answer 5656: x1=3, x2=1, x3=2
Answer 5657: x1=1, x2=3, x3=2
Answer 5658: x1=3, x2=1, x3=2
Answer 5659: x1=1, x2=3, x3=2
Answer 5660: x1=3, x2=1, x3=2
Answer 5661: x1=1, x2=3, x3=2
Answer 5662: x1=1, x2=3, x3=2
Answer 5663: x1=3, x2=1, x3=2
Answer 5664: x1=3, x2=1, x3=2
Answer 5665: x1=1, x2=3, x3=2
Answer 5666: x1=3, x2=1, x3=2
Answer 5667: x1=1, x2=3, x3=2
Answer 5668: x1=3, x2=1, x3=2
Answer 5669: x1=1, x2=3, x3=2
Answer 5670: x1=1, x2=3, x3=2
Answer 5671: x1=3, x2=1, x3=2
Answer 5672: x1=3, x2=1, x3=2
Answer 5673: x1=1, x2=3, x3=2
Answer 5674: x1=3, x2=1, x3=2
Answer 5675: x1=1, x2=3, x3=2
Answer 5676: x1=3, x2=1, x3=2
Answer 5677: x1=1, x2=3, x3=2
Answer 5678: x1=1, x2=3, x3=2
Answer 5679: x1=3, x2=1, x3=2
Answer 5680: x1=3, x2=1, x3=2
Answer 5681: x1=1, x2=3, x3=2
Answer 5682: x1=3, x2=1, x3=2
Answer 5683: x1=1, x2=3, x3=2
Answer 5684: x1=3, x2=1, x3=2
Answer 5685: x1=1, x2=3, x3=2
Answer 5686: x1=1, x2=3, x3=2
Answer 5687: x1=3, x2=1, x3=2
Answer 5688: x1=3, x2=1, x3=2
Answer 5689: x1=1, x2=3, x3=2
Answer 5690: x1=3, x2=1, x3=2
Answer 5691: x1=1, x2=3, x3=2
Answer 5692: x1=3, x2=1, x3=2
Answer 5693: x1=1, x2=3, x3=2
Answer 5694: x1=1, x2=3, x3=2
Answer 5695: x1=3, x2=1, x3=2
Answer 5696: x1=3, x2=1, x3=2
Answer 5697: x1=1, x2=3, x3=2
Answer 5698: x1=3, x2=1, x3=2
Answer 5699: x1=1, x2=3, x3=2
Answer 5700: x1=3, x2=1, x3=2
Answer 5701: x1=1, x2=3, x3=2
Answer 5702: x1=1, x2=3, x3=2
Answer 5703: x1=3, x2=1, x3=2
Answer 5704: x1=3, x2=1, x3=2
Answer 5705: x1=1, x2=3, x3=2
Answer 5706: x1=3, x2=1, x3=2
Answer 5707: x1=1, x2=3, x3=2
Answer 5708: x1=3, x2=1, x3=2
Answer 5709: x1=1, x2=3, x3=2
Answer 5710: x1=1, x2=3, x3=2
Answer 5711: x1=3, x2=1, x3=2
Answer 5712: x1=3, x2=1, x3=2
Answer 5713: x1=1, x2=3, x3=2
Answer 5714: x1=3, x2=1, x3=2
Answer 5715: x1=1, x2=3, x3=2
Answer 5716: x1=3, x2=1, x3=2
Answer 5717: x1=1, x2=3, x3=2
Answer 5718: x1=1, x2=3, x3=2
Answer 5719: x1=3, x2=1, x3=2
Answer 5720: x1=3, x2=1, x3=2
Answer 5721: x1=1, x2=3, x3=2
Answer 5722: x1=3, x2=1, x3=2
Answer 5723: x1=1, x2=3, x3=2
Answer 5724: x1=3, x2=1, x3=2
Answer 5725: x1=1, x2=3, x3=2
Answer 5726: x1=1, x2=3, x3=2
Answer 5727: x1=3, x2=1, x3=2
Answer 5728: x1=3, x2=1, x3=2
